Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.292;ΥΠΗΡΕΣΙΕΣ ΚΤΗΝΟΤΡΟΦΙΑΣ;60.900,00;163.967,52;224.867,52;104.668,64;120.198,88;103.168,64;121.698,88;104.668,64;120.198,88;103.168,64;121.698,88;1.500,00;0,00;-103.168,64;224.867,52;104.668,64
02.01.292.0000;Πληρωμές για Υπηρεσίες;53.900,00;-48.593,19;5.306,81;257,44;5.049,37;257,44;5.049,37;257,44;5.049,37;257,44;5.049,37;0,00;0,00;-257,44;5.306,81;257,44
02.01.292.0300;Αμοιβές υπαλλήλων με σχέση εργασίας Ι.Δ. ορισμένου χρόνου και ειδικών κατηγοριών;0,00;85.100,00;85.100,00;74.791,24;10.308,76;74.791,24;10.308,76;74.791,24;10.308,76;74.791,24;10.308,76;0,00;0,00;-74.791,24;85.100,00;74.791,24
02.01.292.0340;Αποδοχές εργατοτεχνικού, εποχιακού και λοιπου προσωπικού;0,00;67.300,00;67.300,00;58.695,60;8.604,40;58.695,60;8.604,40;58.695,60;8.604,40;58.695,60;8.604,40;0,00;0,00;-58.695,60;67.300,00;58.695,60
02.01.292.0342;Αμοιβές προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;0,00;67.300,00;67.300,00;58.695,60;8.604,40;58.695,60;8.604,40;58.695,60;8.604,40;58.695,60;8.604,40;0,00;0,00;-58.695,60;67.300,00;58.695,60
02.01.292.0350;Εισφορές στην κοινωνική ασφάλιση;0,00;17.800,00;17.800,00;16.095,64;1.704,36;16.095,64;1.704,36;16.095,64;1.704,36;16.095,64;1.704,36;0,00;0,00;-16.095,64;17.800,00;16.095,64
02.01.292.0352;Εισφορές σε ασφαλιστικούς οργανισμούς προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;0,00;17.800,00;17.800,00;16.095,64;1.704,36;16.095,64;1.704,36;16.095,64;1.704,36;16.095,64;1.704,36;0,00;0,00;-16.095,64;17.800,00;16.095,64
02.01.292.0500;Πρόσθετες και παρεπόμενες παροχές;0,00;3.248,15;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;0,00;0,00;3.248,15;0,00
02.01.292.0510;Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφορές);0,00;3.248,15;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;3.248,15;0,00;0,00;0,00;3.248,15;0,00
02.01.292.0511;Αποζημίωση για υπερωριακή εργασία (γρίπη πτηνών);0,00;1.779,75;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;1.779,75;0,00;0,00;0,00;1.779,75;0,00
02.01.292.0512;Αμοιβή για εργασία κατά τις εξαιρέσιμες ημέρες και νυχτερνές ώρες;0,00;1.468,40;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;1.468,40;0,00;0,00;0,00;1.468,40;0,00
02.01.292.0700;Πληρωμές για μετακινήσεις;53.900,00;-51.841,34;2.058,66;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;0,00;0,00;-257,44;2.058,66;257,44
02.01.292.0710;Πληρωμές για μετακινήσεις;53.900,00;-51.841,34;2.058,66;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;0,00;0,00;-257,44;2.058,66;257,44
02.01.292.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);53.900,00;-51.841,34;2.058,66;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;0,00;0,00;-257,44;2.058,66;257,44
02.01.292.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);53.900,00;-51.841,34;2.058,66;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;257,44;1.801,22;0,00;0,00;-257,44;2.058,66;257,44
02.01.292.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;7.000,00;127.460,71;134.460,71;29.619,96;104.840,75;28.119,96;106.340,75;29.619,96;104.840,75;28.119,96;106.340,75;1.500,00;0,00;-28.119,96;134.460,71;29.619,96
02.01.292.5200;Διάφορες σύνθετες δαπάνες;7.000,00;127.460,71;134.460,71;29.619,96;104.840,75;28.119,96;106.340,75;29.619,96;104.840,75;28.119,96;106.340,75;1.500,00;0,00;-28.119,96;134.460,71;29.619,96
02.01.292.5240;Δαπάνες αγροτικών δραστηριοτήτων και δασοπροστασίας;7.000,00;127.460,71;134.460,71;29.619,96;104.840,75;28.119,96;106.340,75;29.619,96;104.840,75;28.119,96;106.340,75;1.500,00;0,00;-28.119,96;134.460,71;29.619,96
02.01.292.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;7.000,00;127.460,71;134.460,71;29.619,96;104.840,75;28.119,96;106.340,75;29.619,96;104.840,75;28.119,96;106.340,75;1.500,00;0,00;-28.119,96;134.460,71;29.619,96
02.01.292.5244.β;Τεχνητή σπερματέγχυση;7.000,00;19.415,30;26.415,30;0,00;26.415,30;0,00;26.415,30;0,00;26.415,30;0,00;26.415,30;0,00;0,00;0,00;26.415,30;0,00
02.01.292.5244.β.1;Τεχνητή σπερματέγχυση-Οδοιπορικά;7.000,00;19.414,77;26.414,77;0,00;26.414,77;0,00;26.414,77;0,00;26.414,77;0,00;26.414,77;0,00;0,00;0,00;26.414,77;0,00
02.01.292.5244.β.3;Τεχνητή σπερματέγχυση-Λοιπές δαπάνες;0,00;0,53;0,53;0,00;0,53;0,00;0,53;0,00;0,53;0,00;0,53;0,00;0,00;0,00;0,53;0,00
02.01.292.5244.γ;Πρόγραμμα φυματίωσης - βρουκέλωσης ( εξυγίανση κτηνοτροφικού κεφαλαίου);0,00;68.906,59;68.906,59;26.274,69;42.631,90;26.274,69;42.631,90;26.274,69;42.631,90;26.274,69;42.631,90;0,00;0,00;-26.274,69;68.906,59;26.274,69
02.01.292.5244.γ.1;Πρόγραμμα Eξυγίανσης Κτηνοτροφικού Κεφαλαίου (φυματίωσης - βρουκέλωσης κ.λ.π ) - Οδοιπορικά;0,00;68.906,59;68.906,59;26.274,69;42.631,90;26.274,69;42.631,90;26.274,69;42.631,90;26.274,69;42.631,90;0,00;0,00;-26.274,69;68.906,59;26.274,69
02.01.292.5244.δ;Πρόγραμμα Ο.Σ.Δ.Ε.;0,00;30.553,09;30.553,09;3.345,27;27.207,82;1.845,27;28.707,82;3.345,27;27.207,82;1.845,27;28.707,82;1.500,00;0,00;-1.845,27;30.553,09;3.345,27
02.01.292.5244.δ.1;Πρόγραμμα Ο.Σ.Δ.Ε.-Οδοιπορικά;0,00;8.243,70;8.243,70;0,00;8.243,70;0,00;8.243,70;0,00;8.243,70;0,00;8.243,70;0,00;0,00;0,00;8.243,70;0,00
02.01.292.5244.δ.3;Πρόγραμμα Ο.Σ.Δ.Ε.-Λοιπές δαπάνες;0,00;22.309,39;22.309,39;3.345,27;18.964,12;1.845,27;20.464,12;3.345,27;18.964,12;1.845,27;20.464,12;1.500,00;0,00;-1.845,27;22.309,39;3.345,27
02.01.292.5244.ε;Προμήθεια υλικών σχετικά με τη Γρίπη των Πτηνών;0,00;8.254,83;8.254,83;0,00;8.254,83;0,00;8.254,83;0,00;8.254,83;0,00;8.254,83;0,00;0,00;0,00;8.254,83;0,00
02.01.292.5244.η;Απομόνωση & διατήρηση σε ασφαλείς χώρους των άγριων πτηνών που αποτελούν πιθανές πηγές της γρίπης των πτηνών;0,00;330,90;330,90;0,00;330,90;0,00;330,90;0,00;330,90;0,00;330,90;0,00;0,00;0,00;330,90;0,00
02.01.293;ΥΠΗΡΕΣΙΕΣ ΑΛΙΕΙΑΣ;10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.293.0000;Πληρωμές για Υπηρεσίες;10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.293.0700;Πληρωμές για μετακινήσεις;10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.293.0710;Πληρωμές για μετακινήσεις;10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.293.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.293.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);10.000,00;275,70;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;10.275,70;0,00;0,00;0,00;10.275,70;0,00
02.01.294;ΥΠΗΡΕΣΙΕΣ ΕΓΓΕΙΩΝ ΒΕΛΤΙΩΣΕΩΝ;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5200;Διάφορες σύνθετες δαπάνες;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5240;Δαπάνες αγροτικών δραστηριοτήτων κια δασοπροστασίας;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5244.α;Πρόγραμμα αγροτικού εξηλεκτρισμού;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;9.800,00;0,00;0,00;0,00;9.800,00;0,00
02.01.294.5244.α.1;Οδοιπορικά;9.300,00;0,00;9.300,00;0,00;9.300,00;0,00;9.300,00;0,00;9.300,00;0,00;9.300,00;0,00;0,00;0,00;9.300,00;0,00
02.01.294.5244.α.3;Υλικά;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;0,00;0,00;500,00;0,00
02.01.390;ΥΠΗΡΕΣΙΕΣ ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ;1.000.000,00;38.463,60;1.038.463,60;123.296,13;915.167,47;105.296,13;933.167,47;115.040,05;923.423,55;103.040,05;935.423,55;12.000,00;0,00;-105.296,13;1.038.463,60;123.296,13
02.01.390.0000;Πληρωμές για Υπηρεσίες;353.000,00;38.463,60;391.463,60;121.770,91;269.692,69;103.770,91;287.692,69;113.514,83;277.948,77;101.514,83;289.948,77;12.000,00;0,00;-103.770,91;391.463,60;121.770,91
02.01.390.0500;Πρόσθετες & παραπόμενες παροχές.;30.000,00;38.463,60;68.463,60;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;0,00;0,00;-27.921,65;68.463,60;27.921,65
02.01.390.0510;Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφορές);30.000,00;38.463,60;68.463,60;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;0,00;0,00;-27.921,65;68.463,60;27.921,65
02.01.390.0519;Λοιπές πρόσθετες παροχές και αποζημιώσεις;30.000,00;38.463,60;68.463,60;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;27.921,65;40.541,95;0,00;0,00;-27.921,65;68.463,60;27.921,65
02.01.390.0700;Πληρωμές για μετακινήσεις;6.000,00;0,00;6.000,00;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;0,00;0,00;-418,58;6.000,00;418,58
02.01.390.0710;Πληρωμές για μετακινήσεις;6.000,00;0,00;6.000,00;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;0,00;0,00;-418,58;6.000,00;418,58
02.01.390.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);6.000,00;0,00;6.000,00;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;418,58;5.581,42;0,00;0,00;-418,58;6.000,00;418,58
02.01.390.0800;Πληρωμές για λοιπές υπηρεσίες;317.000,00;0,00;317.000,00;93.430,68;223.569,32;75.430,68;241.569,32;85.174,60;231.825,40;73.174,60;243.825,40;12.000,00;0,00;-75.430,68;317.000,00;93.430,68
02.01.390.0820;Μεταφορές, επικοινωνίες;82.000,00;0,00;82.000,00;22.683,06;59.316,94;10.683,06;71.316,94;22.683,06;59.316,94;10.683,06;71.316,94;12.000,00;0,00;-10.683,06;82.000,00;22.683,06
02.01.390.0823;Ταχυδρομικά;40.000,00;0,00;40.000,00;12.000,00;28.000,00;0,00;40.000,00;12.000,00;28.000,00;0,00;40.000,00;12.000,00;0,00;0,00;40.000,00;12.000,00
02.01.390.0824;Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών (τέλη, μισθώματα και δαπάνες εγκαταστάσεων);41.000,00;0,00;41.000,00;10.683,06;30.316,94;10.683,06;30.316,94;10.683,06;30.316,94;10.683,06;30.316,94;0,00;0,00;-10.683,06;41.000,00;10.683,06
02.01.390.0829;Λοιπές ματαφορές;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0830;Υδρευση και άρδευση;119.000,00;0,00;119.000,00;69.381,39;49.618,61;63.381,39;55.618,61;61.125,31;57.874,69;61.125,31;57.874,69;0,00;0,00;-63.381,39;119.000,00;69.381,39
02.01.390.0831;Υδρευση και άρδευση;10.000,00;0,00;10.000,00;4.174,21;5.825,79;4.174,21;5.825,79;1.918,13;8.081,87;1.918,13;8.081,87;0,00;0,00;-4.174,21;10.000,00;4.174,21
02.01.390.0832;Ηλεκτρική ενέργεια;82.000,00;0,00;82.000,00;52.097,78;29.902,22;52.097,78;29.902,22;52.097,78;29.902,22;52.097,78;29.902,22;0,00;0,00;-52.097,78;82.000,00;52.097,78
02.01.390.0839;Δαπάνες καθαριότητας;27.000,00;0,00;27.000,00;13.109,40;13.890,60;7.109,40;19.890,60;7.109,40;19.890,60;7.109,40;19.890,60;0,00;0,00;-7.109,40;27.000,00;13.109,40
02.01.390.0840;Διαφημίσεις και δημοσιεύσεις γενικά;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0843;Εκδόσεις - Εκτυπώσεις - Βιβλιοδεσία (περιλαμβάνεται και η προμήθεια χάρτου);1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0850;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.0851;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.0860;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;39.000,00;0,00;39.000,00;1.138,06;37.861,94;1.138,06;37.861,94;1.138,06;37.861,94;1.138,06;37.861,94;0,00;0,00;-1.138,06;39.000,00;1.138,06
02.01.390.0861;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0869;Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλισμού;38.000,00;0,00;38.000,00;1.138,06;36.861,94;1.138,06;36.861,94;1.138,06;36.861,94;1.138,06;36.861,94;0,00;0,00;-1.138,06;38.000,00;1.138,06
02.01.390.0870;Αμοιβές Φυσικών προσώπων;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0871;Αμοιβές Φυσικών προσώπων;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.0880;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.01.390.0881;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.01.390.0890;Λοιπές δαπάνες και  ειδικές αμοιβές;67.000,00;0,00;67.000,00;228,17;66.771,83;228,17;66.771,83;228,17;66.771,83;228,17;66.771,83;0,00;0,00;-228,17;67.000,00;228,17
02.01.390.0899;Λοιπές δαπάνες και  ειδικές αμοιβές;67.000,00;0,00;67.000,00;228,17;66.771,83;228,17;66.771,83;228,17;66.771,83;228,17;66.771,83;0,00;0,00;-228,17;67.000,00;228,17
02.01.390.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;277.000,00;0,00;277.000,00;1.525,22;275.474,78;1.525,22;275.474,78;1.525,22;275.474,78;1.525,22;275.474,78;0,00;0,00;-1.525,22;277.000,00;1.525,22
02.01.390.1100;Προμήθεια ειδών εξοπλισμού υπηρεσιών, εργαστηρίων, κλπ.;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.390.1110;Προμήθεια ειδών γρσικής ύλης,  υλικών εκτύπωσης και μικροεξοπλισμού;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.390.1111;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.390.1200;Προμήθεια υγειονομικού, φαρμακευτικού υλικού και ειδών καθαριότητας;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.1230;Προμήθεια ειδών καθαριότητας;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.1231;Προμήθεια ειδών καθαριότητας;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;14.000,00;0,00;14.000,00;948,18;13.051,82;948,18;13.051,82;948,18;13.051,82;948,18;13.051,82;0,00;0,00;-948,18;14.000,00;948,18
02.01.390.1310;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.1311;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.01.390.1320;Προμήθεια ειδών συντήρησης και επισκευής εξοπλισμού;11.000,00;0,00;11.000,00;948,18;10.051,82;948,18;10.051,82;948,18;10.051,82;948,18;10.051,82;0,00;0,00;-948,18;11.000,00;948,18
02.01.390.1321;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.390.1329;Προμήθεια ειδών συντήρησης και επισκευής κάθε είδους λοιπού εξοπλισμού;10.000,00;0,00;10.000,00;948,18;9.051,82;948,18;9.051,82;948,18;9.051,82;948,18;9.051,82;0,00;0,00;-948,18;10.000,00;948,18
02.01.390.1500;Προμήθεις καυσίμων και λιπαντικών;55.000,00;0,00;55.000,00;577,04;54.422,96;577,04;54.422,96;577,04;54.422,96;577,04;54.422,96;0,00;0,00;-577,04;55.000,00;577,04
02.01.390.1510;Προμήθεια καυσίμων και λιπαντικών;55.000,00;0,00;55.000,00;577,04;54.422,96;577,04;54.422,96;577,04;54.422,96;577,04;54.422,96;0,00;0,00;-577,04;55.000,00;577,04
02.01.390.1511;Προμήθεια καυσίμων και λιπαντικών;5.000,00;0,00;5.000,00;577,04;4.422,96;577,04;4.422,96;577,04;4.422,96;577,04;4.422,96;0,00;0,00;-577,04;5.000,00;577,04
02.01.390.1512;Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχρήστων;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.390.1600;Διάφορες Προμήθειες;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;0,00;0,00;115.000,00;0,00
02.01.390.1690;Προμήθειες λοιπων υλικών;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;0,00;0,00;115.000,00;0,00
02.01.390.1699;Λοιπές προμήθειες;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;115.000,00;0,00;0,00;0,00;115.000,00;0,00
02.01.390.1700;Προμήθεια κεφαλαιακού εξοπλισμού;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;0,00;40.000,00;0,00
